,subject,geodesic,euclidian,dva,ix
0,sub-001,2.857506988223413,2.9278734683186527,0.7186226611022547,0
1,sub-002,1.898681201535645,1.994828145764395,0.39745652322854624,0
2,sub-003,9.063385448512449,8.181613189237675,0.19976306337519753,0
3,sub-005,9.184164299343943,5.870098469549494,0.1684319555698724,0
4,sub-007,8.761484424554418,6.0082243932684465,0.594296085949299,0
5,sub-008,4.3234394546455945,4.13891098199202,0.3736357785528096,0
6,sub-009,10.579887032207493,10.141513807365552,0.3804638284867791,0
