,subject,geodesic,euclidian,dva,ix
0,sub-001,5.350558755346519,4.597866924980014,0.03534057325407347,0
1,sub-002,1.9008289570009822,1.9760797331845048,0.11851399693298459,0
2,sub-003,9.063385448512449,8.181613189237675,0.045649437575442264,0
3,sub-005,7.271747756352994,5.535060057238293,0.01747403351649418,0
4,sub-007,8.959558578690498,6.14551129754538,0.0502792041195696,0
5,sub-008,5.7901991568431015,5.698620365758065,0.09385302530272102,0
