subject,t,depth,hrf
sub-001,23.625,5,-0.10289655604728527
sub-001,23.73,5,-0.10175562269107731
sub-001,23.835,5,-0.10055742752004213
sub-001,23.939999999999998,5,-0.09930583657894344
sub-001,24.044999999999998,5,-0.09800463903004769
sub-001,24.15,5,-0.09665754429112497
sub-001,24.255,5,-0.09526817929367883
sub-001,24.36,5,-0.09384008588098132
sub-001,24.465,5,-0.0923767183631097
sub-001,24.57,5,-0.09088144124384875
sub-001,24.675,5,-0.08935752713209123
sub-001,24.779999999999998,5,-0.08780815484822842
sub-001,24.884999999999998,5,-0.0862364077339699
sub-001,24.99,5,-0.0846452721720943
sub-001,25.095,5,-0.08303763632079159
sub-001,25.2,5,-0.08141628906555165
sub-001,25.305,5,-0.07978391918992683
sub-001,25.41,5,-0.0781431147650175
sub-001,25.515,5,-0.07649636275614465
sub-001,25.619999999999997,5,-0.07484604884391786
sub-001,25.724999999999998,5,-0.07319445745574797
sub-001,25.83,5,-0.07154377200282526
sub-001,25.935,5,-0.0698960753166471
sub-001,26.04,5,-0.06825335027836069
sub-001,26.145,5,-0.06661748063346261
sub-001,26.25,5,-0.06499025198377344
sub-001,26.355,5,-0.06337335294807757
sub-001,26.459999999999997,5,-0.0617683764823814
sub-001,26.564999999999998,5,-0.06017682135038091
sub-001,26.669999999999998,5,-0.05860009373447167
sub-001,26.775,5,-0.057039508977413216
sub-001,26.88,5,-0.055496293444657493
sub-001,26.985,5,-0.053971586497266556
sub-001,27.09,5,-0.05246644256536072
sub-001,27.195,5,-0.05098183331207863
sub-001,27.3,5,-0.04951864987814866
sub-001,27.404999999999998,5,-0.04807770519731441
sub-001,27.509999999999998,5,-0.046659736373051985
sub-001,27.615,5,-0.04526540710724975
sub-001,27.72,5,-0.043895310171788465
sub-001,27.825,5,-0.0425499699142386
sub-001,27.93,5,-0.04122984478922996
sub-001,28.035,5,-0.039935329907367395
sub-001,28.14,5,-0.038666759593936326
sub-001,28.244999999999997,5,-0.03742440995001073
sub-001,28.349999999999998,5,-0.03620850140894845
sub-001,28.455,5,-0.03501920128166636
sub-001,28.56,5,-0.033856626284463766
sub-001,28.665,5,-0.03272084504357981
sub-001,28.77,5,-0.03161188057105581
sub-001,28.875,5,-0.030529712706875923
sub-001,28.98,5,-0.02947428052276003
sub-001,29.084999999999997,5,-0.028445484683359164
sub-001,29.189999999999998,5,-0.02744318976099574
sub-001,29.294999999999998,5,-0.026467226500461582
sub-001,29.4,5,-0.02551739403074841
sub-001,29.505,5,-0.02459346202094392
sub-001,29.61,5,-0.023695172777861723
sub-001,29.715,5,-0.022822243283312314
sub-001,29.82,5,-0.02197436716922641
sub-001,0.0,6,2.097053885014646e-12
sub-001,0.105,6,2.489805070604473e-12
sub-001,0.21,6,2.920622426952961e-12
sub-001,0.315,6,3.3880581123830756e-12
sub-001,0.42,6,3.891840656580374e-12
sub-001,0.525,6,4.430377433700119e-12
sub-001,0.63,6,5.0044225279491e-12
sub-001,0.735,6,5.619001156481351e-12
sub-001,0.84,6,6.289026088570313e-12
sub-001,0.945,6,7.0432550795260544e-12
sub-001,1.05,6,7.93323129305095e-12
sub-001,1.155,6,9.05653925817703e-12
sub-001,1.26,6,1.0700008476471844e-11
sub-001,1.365,6,1.3696690852858274e-11
sub-001,1.47,6,2.000528693476315e-11
sub-001,1.575,6,3.366463553770128e-11
sub-001,1.68,6,6.142470727882107e-11
sub-001,1.785,6,1.1388197788933916e-10
sub-001,1.89,6,2.0818570974655607e-10
sub-001,1.9949999999999999,6,3.728946161259903e-10
sub-001,2.1,6,6.566942797427524e-10
sub-001,2.205,6,1.13405500432636e-09
sub-001,2.31,6,1.9150778136840113e-09
sub-001,2.415,6,3.168953818328205e-09
sub-001,2.52,6,5.163977262742464e-09
sub-001,2.625,6,8.340593179879001e-09
sub-001,2.73,6,1.3422580278463037e-08
sub-001,2.835,6,2.1601929961016584e-08
sub-001,2.94,6,3.4652380397458134e-08
sub-001,3.045,6,5.51038984713902e-08
sub-001,3.15,6,8.66558848301715e-08
sub-001,3.255,6,1.3482853750117315e-07
sub-001,3.36,6,2.080610942547208e-07
sub-001,3.465,6,3.184619554315966e-07
sub-001,3.57,6,4.849926607113927e-07
sub-001,3.675,6,7.417323479359597e-07
sub-001,3.78,6,1.1479692574977562e-06
sub-001,3.885,6,1.8019093882045869e-06
sub-001,3.9899999999999998,6,2.856929042256334e-06
sub-001,4.095,6,4.545175135374794e-06
sub-001,4.2,6,7.189738149648242e-06
sub-001,4.305,6,1.1218513330882408e-05
sub-001,4.41,6,1.719908325946397e-05
sub-001,4.515,6,2.5886241875063878e-05
sub-001,4.62,6,3.829928430869658e-05
sub-001,4.725,6,5.580866621881866e-05
sub-001,4.83,6,8.025599928055466e-05
sub-001,4.935,6,0.00011400536620022129
sub-001,5.04,6,0.0001599925710084188
sub-001,5.145,6,0.0002218735252939794
sub-001,5.25,6,0.0003042119451373287
sub-001,5.3549999999999995,6,0.00041276761679855616
sub-001,5.46,6,0.0005546075699075348
sub-001,5.5649999999999995,6,0.0007381886916469011
sub-001,5.67,6,0.0009736789196006136
sub-001,5.7749999999999995,6,0.0012738136351200346
sub-001,5.88,6,0.0016557793622164875
sub-001,5.984999999999999,6,0.0021428628135260045
sub-001,6.09,6,0.0027658692599137453
sub-001,6.194999999999999,6,0.0035633964853147753
sub-001,6.3,6,0.004581578734966906
sub-001,6.404999999999999,6,0.005874279704330912
sub-001,6.51,6,0.007503175662906107
sub-001,6.614999999999999,6,0.00953814630172852
sub-001,6.72,6,0.012057336384802414
sub-001,6.825,6,0.01514734347104528
sub-001,6.93,6,0.018902116771667875
sub-001,7.035,6,0.02342064578307619
sub-001,7.14,6,0.028804228912917212
sub-001,7.245,6,0.03515393644860671
sub-001,7.35,6,0.04256888605091017
sub-001,7.455,6,0.05114430371965246
sub-001,7.56,6,0.060969578291487796
sub-001,7.665,6,0.07212697937128569
sub-001,7.77,6,0.08469166847141218
sub-001,7.875,6,0.09873389235143515
sub-001,7.9799999999999995,6,0.11431997107786053
sub-001,8.084999999999999,6,0.13151123713615573
sub-001,8.19,6,0.15036211969497967
sub-001,8.295,6,0.17091761657878599
sub-001,8.4,6,0.1932100922925219
sub-001,8.504999999999999,6,0.2172560799228737
sub-001,8.61,6,0.24305300895711457
sub-001,8.715,6,0.27057726025820206
sub-001,8.82,6,0.29978306045743647
sub-001,8.924999999999999,6,0.33060120858715963
sub-001,9.03,6,0.36293839746415346
sub-001,9.135,6,0.39667667159262515
sub-001,9.24,6,0.4316728618005053
sub-001,9.344999999999999,6,0.46775685614108947
sub-001,9.45,6,0.5047321833709792
sub-001,9.555,6,0.5423789191258769
sub-001,9.66,6,0.5804573824037519
sub-001,9.764999999999999,6,0.6187126532355642
sub-001,9.87,6,0.6568792917329146
sub-001,9.975,6,0.6946863856243367
sub-001,10.08,6,0.7318625096042953
sub-001,10.185,6,0.768140794656479
sub-001,10.29,6,0.8032636890977761
sub-001,10.395,6,0.8369868730512836
sub-001,10.5,6,0.869082583473329
sub-001,10.605,6,0.8993422655920696
sub-001,10.709999999999999,6,0.9275788242817535
sub-001,10.815,6,0.9536283878884189
sub-001,10.92,6,0.9773513930106167
sub-001,11.025,6,0.9986331589863363
sub-001,11.129999999999999,6,1.0173839677730352
sub-001,11.235,6,1.0335387601595614
sub-001,11.34,6,1.047056467720419
sub-001,11.445,6,1.0579190856461806
sub-001,11.549999999999999,6,1.066130499355546
sub-001,11.655,6,1.0717150535524418
sub-001,11.76,6,1.074715966989892
sub-001,11.865,6,1.0751936425619069
sub-001,11.969999999999999,6,1.0732239070017626
sub-001,12.075,6,1.0688962072357855
sub-001,12.18,6,1.0623117952630599
sub-001,12.285,6,1.053581926805728
sub-001,12.389999999999999,6,1.042826094954395
sub-001,12.495,6,1.0301703219827785
sub-001,12.6,6,1.0157455275750333
sub-001,12.705,6,0.9996859893515522
sub-001,12.809999999999999,6,0.9821279072428108
sub-001,12.915,6,0.9632080797755708
sub-001,13.02,6,0.9430626983934745
sub-001,13.125,6,0.9218262629748338
sub-001,13.229999999999999,6,0.899630619488775
sub-001,13.334999999999999,6,0.8766041185926102
sub-001,13.44,6,0.8528708923305862
sub-001,13.545,6,0.8285502446297958
sub-001,13.65,6,0.8037561501431587
sub-001,13.754999999999999,6,0.7785968551776795
sub-001,13.86,6,0.7531745737929896
sub-001,13.965,6,0.7275852717378621
sub-001,14.07,6,0.7019185306346979
sub-001,14.174999999999999,6,0.6762574847254865
sub-001,14.28,6,0.650678822537097
sub-001,14.385,6,0.6252528459747271
sub-001,14.49,6,0.6000435795931193
sub-001,14.594999999999999,6,0.5751089231061692
sub-001,14.7,6,0.5505008405607815
sub-001,14.805,6,0.5262655800052879
sub-001,14.91,6,0.5024439179138305
sub-001,15.014999999999999,6,0.4790714230748392
sub-001,15.12,6,0.4561787351047339
sub-001,15.225,6,0.43379185319946856
sub-001,15.33,6,0.4119324311801511
sub-001,15.434999999999999,6,0.39061807531957643
sub-001,15.54,6,0.3698626418500156
sub-001,15.645,6,0.34967653144601446
sub-001,15.75,6,0.33006697834694826
sub-001,15.854999999999999,6,0.31103833213124776
sub-001,15.959999999999999,6,0.29259233047656413
sub-001,16.064999999999998,6,0.27472836153737956
sub-001,16.169999999999998,6,0.25744371484368983
sub-001,16.275,6,0.2407338198717966
sub-001,16.38,6,0.22459247166164353
sub-001,16.485,6,0.20901204305532908
sub-001,16.59,6,0.19398368330958102
sub-001,16.695,6,0.17949750299215578
sub-001,16.8,6,0.16554274520963747
sub-001,16.905,6,0.15210794333322503
sub-001,17.009999999999998,6,0.13918106549115258
sub-001,17.115,6,0.12674964618266657
sub-001,17.22,6,0.11480090544032975
sub-001,17.325,6,0.10332185602605615
sub-001,17.43,6,0.09229939919294732
sub-001,17.535,6,0.08172040958087956
sub-001,17.64,6,0.07157180983995838
sub-001,17.745,6,0.06184063559349539
sub-001,17.849999999999998,6,0.05251409136205233
sub-001,17.955,6,0.04357959807323225
sub-001,18.06,6,0.03502483277918676
sub-001,18.165,6,0.026837761195969603
sub-001,18.27,6,0.019006663666711797
sub-001,18.375,6,0.011520155134714511
sub-001,18.48,6,0.004367199693615976
sub-001,18.585,6,-0.002462879739686403
sub-001,18.689999999999998,6,-0.008980396107178006
sub-001,18.794999999999998,6,-0.015195296749815465
sub-001,18.9,6,-0.021117165334690984
sub-001,19.005,6,-0.026755226725441415
sub-001,19.11,6,-0.03211835437959354
sub-001,19.215,6,-0.03721507988426872
sub-001,19.32,6,-0.04205360426934177
sub-001,19.425,6,-0.04664181076455966
sub-001,19.529999999999998,6,-0.05098727869407362
sub-001,19.634999999999998,6,-0.05509729822818362
sub-001,19.74,6,-0.05897888573766489
sub-001,19.845,6,-0.06263879952077694
sub-001,19.95,6,-0.06608355569680584
sub-001,20.055,6,-0.06931944408270983
sub-001,20.16,6,-0.0723525438910814
sub-001,20.265,6,-0.0751887391081203
sub-001,20.37,6,-0.07783373342965198
sub-001,20.474999999999998,6,-0.08029306465136242
sub-001,20.58,6,-0.08257211842638872
sub-001,20.685,6,-0.08467614131917249
sub-001,20.79,6,-0.08661025309907024
sub-001,20.895,6,-0.08837945823067109
sub-001,21.0,6,-0.08998865653006363
sub-001,21.105,6,-0.09144265296750878
sub-001,21.21,6,-0.09274616660711109
sub-001,21.314999999999998,6,-0.0939038386831928
sub-001,21.419999999999998,6,-0.09492023982119428
sub-001,21.525,6,-0.09579987641812308
sub-001,21.63,6,-0.09654719620383817
sub-001,21.735,6,-0.09716659300992163
sub-001,21.84,6,-0.09766241077750842
sub-001,21.945,6,-0.09803894683936216
sub-001,22.05,6,-0.09830045451465308
sub-001,22.154999999999998,6,-0.0984511450574556
sub-001,22.259999999999998,6,-0.09849518900191617
sub-001,22.365,6,-0.09843671694842643
sub-001,22.47,6,-0.09827981983602363
sub-001,22.575,6,-0.09802854874665372
sub-001,22.68,6,-0.09768691428693244
sub-001,22.785,6,-0.09725888559267534
sub-001,22.89,6,-0.09674838900075133
sub-001,22.994999999999997,6,-0.09615930643182138
sub-001,23.099999999999998,6,-0.09549547352625751
sub-001,23.205,6,-0.09476067757407301
sub-001,23.31,6,-0.09395865527800822
sub-001,23.415,6,-0.09309309038710516
sub-001,23.52,6,-0.09216761123614665
sub-001,23.625,6,-0.09118578822427933
sub-001,23.73,6,-0.09015113126401786
sub-001,23.835,6,-0.0890670872296407
sub-001,23.939999999999998,6,-0.08793703743177667
sub-001,24.044999999999998,6,-0.08676429514276474
sub-001,24.15,6,-0.08555210319514031
sub-001,24.255,6,-0.08430363167342232
sub-001,24.36,6,-0.08302197571719791
sub-001,24.465,6,-0.08171015345140989
sub-001,24.57,6,-0.08037110405768526
sub-001,24.675,6,-0.07900768599857155
sub-001,24.779999999999998,6,-0.07762267540463713
sub-001,24.884999999999998,6,-0.07621876463257041
sub-001,24.99,6,-0.07479856100068294
sub-001,25.095,6,-0.07336458570657874
sub-001,25.2,6,-0.0719192729302082
sub-001,25.305,6,-0.07046496912408669
sub-001,25.41,6,-0.06900393249110567
sub-001,25.515,6,-0.06753833264913028
sub-001,25.619999999999997,6,-0.06607025048042263
sub-001,25.724999999999998,6,-0.06460167816289937
sub-001,25.83,6,-0.06313451937927511
sub-001,25.935,6,-0.06167058969930686
sub-001,26.04,6,-0.06021161712957868
sub-001,26.145,6,-0.058759242824629875
sub-001,26.25,6,-0.057315021952618485
sub-001,26.355,6,-0.05588042470825011
sub-001,26.459999999999997,6,-0.054456837465255946
sub-001,26.564999999999998,6,-0.05304556406040217
sub-001,26.669999999999998,6,-0.05164782720070464
sub-001,26.775,6,-0.05026476998537066
sub-001,26.88,6,-0.04889745753380518
sub-001,26.985,6,-0.04754687871099277
sub-001,27.09,6,-0.046213947941501375
sub-001,27.195,6,-0.04489950710341526
sub-001,27.3,6,-0.043604327493558775
sub-001,27.404999999999998,6,-0.04232911185550781
sub-001,27.509999999999998,6,-0.04107449646202165
sub-001,27.615,6,-0.03984105324374087
sub-001,27.72,6,-0.03862929195619138
sub-001,27.825,6,-0.037439662377407666
sub-001,27.93,6,-0.03627255652873094
sub-001,28.035,6,-0.035128310911656864
sub-001,28.14,6,-0.0340072087538826
sub-001,28.244999999999997,6,-0.032909482258051605
sub-001,28.349999999999998,6,-0.0318353148469994
sub-001,28.455,6,-0.030784843399665904
sub-001,28.56,6,-0.029758160472160525
sub-001,28.665,6,-0.02875531649883724
sub-001,28.77,6,-0.02777632196856285
sub-001,28.875,6,-0.02682114957172971
sub-001,28.98,6,-0.02588973631389264
sub-001,29.084999999999997,6,-0.024981985592266852
sub-001,29.189999999999998,6,-0.02409776923164312
sub-001,29.294999999999998,6,-0.02323692947662134
sub-001,29.4,6,-0.022399280937370532
sub-001,29.505,6,-0.02158461248644767
sub-001,29.61,6,-0.020792689104497997
sub-001,29.715,6,-0.02002325367295864
sub-001,29.82,6,-0.01927602871216537
sub-002,0.0,0,2.409585615658558e-10
sub-002,0.105,0,2.828777163218438e-10
sub-002,0.21,0,3.2805524526051926e-10
sub-002,0.315,0,3.762654794291696e-10
sub-002,0.42,0,4.2725113697488357e-10
sub-002,0.525,0,4.807774387839578e-10
sub-002,0.63,0,5.36770837949309e-10
sub-002,0.735,0,5.955998869961611e-10
sub-002,0.84,0,6.585946854681889e-10
sub-002,0.945,0,7.283783983651921e-10
sub-002,1.05,0,8.095501813980748e-10
sub-002,1.155,0,9.103536556494613e-10
sub-002,1.26,0,1.0458010351938967e-09
sub-002,1.365,0,1.2433620296807202e-09
sub-002,1.47,0,1.546326424002594e-09
sub-002,1.575,0,2.020364605154583e-09
sub-002,1.68,0,2.772489211537143e-09
sub-002,1.785,0,4.038917715744403e-09
sub-002,1.89,0,6.39547632415664e-09
sub-002,1.9949999999999999,0,1.1040020240481916e-08
sub-002,2.1,0,2.0204483440542744e-08
sub-002,2.205,0,3.737119906808606e-08
sub-002,2.31,0,6.760056046509318e-08
sub-002,2.415,0,1.1835907008440602e-07
sub-002,2.52,0,2.0081430259399088e-07
sub-002,2.625,0,3.3202720339723474e-07
sub-002,2.73,0,5.36052724573201e-07
sub-002,2.835,0,8.455640226551828e-07
sub-002,2.94,0,1.3061338398127803e-06
sub-002,3.045,0,1.9825714867915345e-06
sub-002,3.15,0,2.969746248341414e-06
sub-002,3.255,0,4.406089465729443e-06
sub-002,3.36,0,6.493923358432195e-06
sub-002,3.465,0,9.508112896545263e-06
sub-002,3.57,0,1.3806669818534593e-05
sub-002,3.675,0,1.986203243095316e-05
sub-002,3.78,0,2.830362892563914e-05
sub-002,3.885,0,3.999266554916546e-05
sub-002,3.9899999999999998,0,5.620639925273577e-05
sub-002,4.095,0,7.902341138907694e-05
sub-002,4.2,0,0.00011154214585840989
sub-002,4.305,0,0.00015800503702136011
sub-002,4.41,0,0.00022402949279116437
sub-002,4.515,0,0.000316844824654824
sub-002,4.62,0,0.00044564710888359075
sub-002,4.725,0,0.0006216224996218561
sub-002,4.83,0,0.0008578977651473311
sub-002,4.935,0,0.0011698197926258683
sub-002,5.04,0,0.001575280947936682
sub-002,5.145,0,0.0020952918857951933
sub-002,5.25,0,0.0027542919425226076
sub-002,5.3549999999999995,0,0.0035803654930376236
sub-002,5.46,0,0.004604765221408109
sub-002,5.5649999999999995,0,0.005861292331195662
sub-002,5.67,0,0.0073862744653540825
sub-002,5.7749999999999995,0,0.009218553723115022
sub-002,5.88,0,0.01139974924162344
sub-002,5.984999999999999,0,0.01397423256136702
sub-002,6.09,0,0.01698913543073845
sub-002,6.194999999999999,0,0.02049350187620478
sub-002,6.3,0,0.024538157357478586
sub-002,6.404999999999999,0,0.029177891654706006
sub-002,6.51,0,0.03447244745053462
sub-002,6.614999999999999,0,0.040485835712584475
sub-002,6.72,0,0.047284165953013275
sub-002,6.825,0,0.05493263066102366
sub-002,6.93,0,0.06349235274369386
sub-002,7.035,0,0.07301717369180151
sub-002,7.14,0,0.08355048609050389
sub-002,7.245,0,0.09512234836495917
sub-002,7.35,0,0.10774681449857602
sub-002,7.455,0,0.12142032088364627
sub-002,7.56,0,0.13611967761378427
sub-002,7.665,0,0.15179824988649668
sub-002,7.77,0,0.16838377019908174
sub-002,7.875,0,0.1857780987628334
sub-002,7.9799999999999995,0,0.2038588123074535
sub-002,8.084999999999999,0,0.22248174614143088
sub-002,8.19,0,0.24148504087054248
sub-002,8.295,0,0.2606939921352469
sub-002,8.4,0,0.27992567342534
sub-002,8.504999999999999,0,0.29899331385403116
sub-002,8.61,0,0.3177099744026014
sub-002,8.715,0,0.335892371632232
sub-002,8.82,0,0.35336449368502576
sub-002,8.924999999999999,0,0.3699603313510648
sub-002,9.03,0,0.3855261843031894
sub-002,9.135,0,0.3999224198769949
sub-002,9.24,0,0.4130249650521713
sub-002,9.344999999999999,0,0.4247264030763847
sub-002,9.45,0,0.43493695529798543
sub-002,9.555,0,0.44358520551680847
sub-002,9.66,0,0.4506183151046781
sub-002,9.764999999999999,0,0.4560018546189476
sub-002,9.87,0,0.4597192131224892
sub-002,9.975,0,0.4617708646700618
sub-002,10.08,0,0.4621735254103978
sub-002,10.185,0,0.4609591289667634
sub-002,10.29,0,0.4581736531738901
sub-002,10.395,0,0.4538758092284424
sub-002,10.5,0,0.4481356310342937
sub-002,10.605,0,0.44103298905148136
sub-002,10.709999999999999,0,0.4326560673186745
sub-002,10.815,0,0.42309982972935506
sub-002,10.92,0,0.41246449653490425
sub-002,11.025,0,0.4008540617480273
sub-002,11.129999999999999,0,0.3883748739829683
sub-002,11.235,0,0.37513430122919483
sub-002,11.34,0,0.3612394941369903
sub-002,11.445,0,0.3467962596951261
sub-002,11.549999999999999,0,0.3319080524787161
sub-002,11.655,0,0.316675087029886
sub-002,11.76,0,0.30119357304977
sub-002,11.865,0,0.2855550721906445
sub-002,11.969999999999999,0,0.2698459733684666
sub-002,12.075,0,0.25414708151937954
sub-002,12.18,0,0.23853331322464433
sub-002,12.285,0,0.22307349166969548
sub-002,12.389999999999999,0,0.20783023267011225
sub-002,12.495,0,0.1928599130529339
sub-002,12.6,0,0.17821271246236303
sub-002,12.705,0,0.16393271964742043
sub-002,12.809999999999999,0,0.15005809444126358
sub-002,12.915,0,0.13662127693181111
sub-002,13.02,0,0.12364923572369854
sub-002,13.125,0,0.11116374767111747
sub-002,13.229999999999999,0,0.09918170199988466
sub-002,13.334999999999999,0,0.08771542231418211
sub-002,13.44,0,0.07677300058184634
sub-002,13.545,0,0.06635863779706157
sub-002,13.65,0,0.05647298661881443
sub-002,13.754999999999999,0,0.04711349186782711
sub-002,13.86,0,0.038274725326052306
sub-002,13.965,0,0.029948711815449152
sub-002,14.07,0,0.022125244032362233
sub-002,14.174999999999999,0,0.014792184077547451
sub-002,14.28,0,0.007935750048030729
sub-002,14.385,0,0.0015407864447994823
sub-002,14.49,0,-0.004408982500085693
sub-002,14.594999999999999,0,-0.009930717161300376
sub-002,14.7,0,-0.015042244831534515
sub-002,14.805,0,-0.019761860073633578
sub-002,14.91,0,-0.024108142972582045
sub-002,15.014999999999999,0,-0.028099794968526454
sub-002,15.12,0,-0.031755491802630105
sub-002,15.225,0,-0.03509375298425287
sub-002,15.33,0,-0.038132827088435656
sub-002,15.434999999999999,0,-0.040890592114669534
sub-002,15.54,0,-0.04338447007923467
sub-002,15.645,0,-0.04563135497186933
sub-002,15.75,0,-0.0476475531811727
sub-002,15.854999999999999,0,-0.04944873548002742
sub-002,15.959999999999999,0,-0.05104989966071851
sub-002,16.064999999999998,0,-0.052465342917620464
sub-002,16.169999999999998,0,-0.053708643091891974
sub-002,16.275,0,-0.05479264791609674
sub-002,16.38,0,-0.05572947142588387
sub-002,16.485,0,-0.0565304967396333
sub-002,16.59,0,-0.05720638444432618
sub-002,16.695,0,-0.05776708586592809
sub-002,16.8,0,-0.05822186054448732
sub-002,16.905,0,-0.05857929727726253
sub-002,17.009999999999998,0,-0.058847338136896146
sub-002,17.115,0,-0.05903330491543426
sub-002,17.22,0,-0.05914392748839959
sub-002,17.325,0,-0.05918537363579806
sub-002,17.43,0,-0.05916327989855581
sub-002,17.535,0,-0.05908278308918634
sub-002,17.64,0,-0.05894855211428258
sub-002,17.745,0,-0.05876481980353365
sub-002,17.849999999999998,0,-0.0585354144752818
sub-002,17.955,0,-0.05826379100205368
sub-002,18.06,0,-0.05795306117096985
sub-002,18.165,0,-0.05760602316343394
sub-002,18.27,0,-0.0572251900059978
sub-002,18.375,0,-0.05681281686982873
sub-002,18.48,0,-0.0563709271197637
sub-002,18.585,0,-0.05590133703559267
sub-002,18.689999999999998,0,-0.05540567914800097
sub-002,18.794999999999998,0,-0.05488542414958034
sub-002,18.9,0,-0.05434190135757595
sub-002,19.005,0,-0.053776317719612304
sub-002,19.11,0,-0.053189775366654146
sub-002,19.215,0,-0.05258328772895106
sub-002,19.32,0,-0.05195779424079816
sub-002,19.425,0,-0.051314173668689636
sub-002,19.529999999999998,0,-0.05065325610493453
sub-002,19.634999999999998,0,-0.04997583367513718
sub-002,19.74,0,-0.04928267001318315
sub-002,19.845,0,-0.048574508561622085
sub-002,19.95,0,-0.047852079758654305
sub-002,20.055,0,-0.04711610717541231
sub-002,20.16,0,-0.046367312668932445
sub-002,20.265,0,-0.04560642061722425
sub-002,20.37,0,-0.04483416130322863
sub-002,20.474999999999998,0,-0.04405127351427738
sub-002,20.58,0,-0.04325850642298423
sub-002,20.685,0,-0.04245662081437903
sub-002,20.79,0,-0.04164638972259629
sub-002,20.895,0,-0.04082859853858257
sub-002,21.0,0,-0.040004044648179755
sub-002,21.105,0,-0.03917353665757719
sub-002,21.21,0,-0.03833789326057409
sub-002,21.314999999999998,0,-0.03749794179939876
sub-002,21.419999999999998,0,-0.036654516567989966
sub-002,21.525,0,-0.03580845690375628
sub-002,21.63,0,-0.0349606051108501
sub-002,21.735,0,-0.034111804255010265
sub-002,21.84,0,-0.03326289586703282
sub-002,21.945,0,-0.03241471758895403
sub-002,22.05,0,-0.0315681007941007
sub-002,22.154999999999998,0,-0.030723868209279376
sub-002,22.259999999999998,0,-0.029882831564583493
sub-002,22.365,0,-0.02904578929356761
sub-002,22.47,0,-0.028213524303924115
sub-002,22.575,0,-0.027386801836283416
sub-002,22.68,0,-0.02656636742635016
sub-002,22.785,0,-0.02575294498331766
sub-002,22.89,0,-0.02494723499533245
sub-002,22.994999999999997,0,-0.02414991287076791
sub-002,23.099999999999998,0,-0.023361627422152344
sub-002,23.205,0,-0.022582999497835127
sub-002,23.31,0,-0.021814620764837717
sub-002,23.415,0,-0.021057052644823843
sub-002,23.52,0,-0.020310825403745573
sub-002,23.625,0,-0.019576437394463492
sub-002,23.73,0,-0.018854354450507708
sub-002,23.835,0,-0.018145009428131714
sub-002,23.939999999999998,0,-0.017448801892906065
sub-002,24.044999999999998,0,-0.016766097946311176
sub-002,24.15,0,-0.016097230187097827
sub-002,24.255,0,-0.015442497801599899
sub-002,24.36,0,-0.014802166776685801
sub-002,24.465,0,-0.014176470228635187
sub-002,24.57,0,-0.013565608840901999
sub-002,24.675,0,-0.012969751403482417
sub-002,24.779999999999998,0,-0.012389035446434325
sub-002,24.884999999999998,0,-0.011823567959990799
sub-002,24.99,0,-0.011273426193661028
sub-002,25.095,0,-0.010738658526729864
sub-002,25.2,0,-0.010219285402623112
sub-002,25.305,0,-0.009715300319718298
sub-002,25.41,0,-0.009226670871321441
sub-002,25.515,0,-0.008753339827722903
sub-002,25.619999999999997,0,-0.008295226253451277
sub-002,25.724999999999998,0,-0.007852226653095415
sub-002,25.83,0,-0.007424216139319067
sub-002,25.935,0,-0.007011049616991237
sub-002,26.04,0,-0.006612562977638944
sub-002,26.145,0,-0.006228574298757333
sub-002,26.25,0,-0.00585888504282087
sub-002,26.355,0,-0.00550328125117595
sub-002,26.459999999999997,0,-0.005161534728321761
sub-002,26.564999999999998,0,-0.004833404212420993
sub-002,26.669999999999998,0,-0.004518636528213075
sub-002,26.775,0,-0.004216967718832219
sub-002,26.88,0,-0.003928124153352968
sub-002,26.985,0,-0.0036518236072105806
sub-002,27.09,0,-0.003387776312942849
sub-002,27.195,0,-0.0031356859790112636
sub-002,27.3,0,-0.002895250774740907
sub-002,27.404999999999998,0,-0.0026661642797049024
sub-002,27.509999999999998,0,-0.0024481163961414102
sub-002,27.615,0,-0.002240794223249342
sub-002,27.72,0,-0.002043882892452855
sub-002,27.825,0,-0.0018570663629491274
sub-002,27.93,0,-0.0016800281770742785
sub-002,28.035,0,-0.0015124521752248351
sub-002,28.14,0,-0.0013540231702551175
sub-002,28.244999999999997,0,-0.0012044275814555878
sub-002,28.349999999999998,0,-0.0010633540283688588
sub-002,28.455,0,-0.0009304938848580596
sub-002,28.56,0,-0.0008055417939707837
sub-002,28.665,0,-0.000688196144269384
sub-002,28.77,0,-0.0005781595084078571
sub-002,28.875,0,-0.0004751390448335983
sub-002,28.98,0,-0.0003788468635820473
sub-002,29.084999999999997,0,-0.00028900035720765357
sub-002,29.189999999999998,0,-0.00020532249795850434
sub-002,29.294999999999998,0,-0.00012754210236491352
sub-002,29.4,0,-5.53940644504251e-05
sub-002,29.505,0,1.1380441182381036e-05
sub-002,29.61,0,7.303378511177804e-05
sub-002,29.715,0,0.00012981173640031423
sub-002,29.82,0,0.00018195334212852183
sub-002,0.0,1,-9.171440874549025e-17
sub-002,0.105,1,0.0
sub-002,0.21,1,-5.502864524729415e-17
sub-002,0.315,1,-3.66857634981961e-17
sub-002,0.42,1,-5.502864524729415e-17
sub-002,0.525,1,9.171440874549025e-18
sub-002,0.63,1,0.0
sub-002,0.735,1,-1.834288174909805e-17
sub-002,0.84,1,-5.502864524729415e-17
sub-002,0.945,1,-9.171440874549025e-18
sub-002,1.05,1,-2.7514322623647076e-17
sub-002,1.155,1,-4.5857204372745126e-17
